,name,hp,attack,defense,special_attack,special_defense,speed,total,capture_rate,flavor_text_entries,habitat,id_x,base_experience,type_1,type_2,generation
6,squirtle,44,48,65,50,64,43,314,45,Shoots water at prey while in the water. Withdraws into its shell when in danger.,waters-edge,7,63,water,,1
284,shroomish,60,40,60,40,60,35,295,255,"SHROOMISH live in damp soil in the dark depths of forests. They are often found keeping still under fallen leaves. This POKéMON feeds on compost that is made up of fallen, rotted leaves.",forest,285,59,grass,,3
352,shuppet,44,75,35,63,33,45,295,225,"SHUPPET is attracted by feelings of jealousy and vindictiveness. If someone develops strong feelings of vengeance, this POKéMON will appear in a swarm and line up beneath the eaves of that person’s home.",urban,353,59,ghost,,3
265,silcoon,50,35,55,25,25,15,205,120,"SILCOON tethers itself to a tree branch using silk to keep from falling. There,  this POKéMON hangs quietly while it awaits evolution. It peers out of the silk cocoon through a small hole.",forest,266,72,bug,,3
299,skitty,50,45,45,35,35,50,260,255,SKITTY has the habit of becoming fascinated by moving objects and chasing them around. This POKéMON is known to chase after its own tail and become dizzy.,forest,300,52,normal,,3
286,slakoth,60,60,60,35,35,30,280,255,"SLAKOTH lolls around for over twenty hours every day. Because it moves so little, it does not need much food. This POKéMON’s sole daily meal consists of just three leaves.",forest,287,56,normal,,3
387,torterra,95,109,105,75,85,56,525,45,Small Pokémon occasionally gather on its unmoving back to begin building their nests.,grassland,389,236,grass,ground,4
360,snorunt,50,50,50,50,50,50,300,190,"SNORUNT live in regions with heavy snowfall. In seasons without snow, such as spring and summer, this POKéMON steals away to live quietly among stalactites and stalagmites deep in caverns.",cave,361,60,ice,,3
150,mew,100,100,100,100,100,100,600,45,So rare that it is still said to be a mirage by many experts. Only a few people have seen it worldwide.,rare,151,270,psychic,,2
337,solrock,90,95,85,55,65,70,460,45,"SOLROCK is a new species of POKéMON that is said to have fallen from space. It floats in air and moves silently. In battle, this POKéMON releases intensely bright light.",cave,338,161,rock,psychic,3
362,spheal,70,40,50,55,50,25,290,255,"SPHEAL is much faster rolling than  walking to get around. When groups of this POKéMON eat, they all clap at once to show their pleasure. Because of this, their mealtimes are noisy.",sea,363,58,ice,water,3
5,charizard,78,84,78,109,85,100,534,45,Spits fire that is hot enough to melt boulders. Known to cause forest fires unintentionally.,mountain,6,240,fire,flying,1
324,spoink,60,25,35,70,80,60,330,255,"SPOINK bounces around on its tail. The shock of its bouncing makes its heart pump. As a result, this POKéMON cannot afford to stop bouncing - if it stops, its heart will stop.",mountain,325,66,psychic,,3
86,dewgong,90,70,80,70,95,70,475,75,Stores thermal energy in its body. Swims at a steady 8 knots even in intensely cold waters.,sea,87,166,water,ice,1
564,zoroark,60,105,60,120,60,105,510,45,Stories say those who tried to catch Zoroark were trapped in an illusion and punished.,grassland,571,179,dark,,5
332,swablu,45,40,60,40,75,50,310,255,SWABLU has light and fluffy wings that are like cottony clouds. This POKéMON is not frightened of people. It lands on the heads of people and sits there like a cotton-fluff hat.,forest,333,62,normal,flying,3
259,swampert,100,110,90,85,90,60,535,45,SWAMPERT is very strong. It has enough power to easily drag a boulder weighing more than a ton. This POKéMON also has powerful vision that lets it see even in murky water.,waters-edge,260,241,water,ground,3
276,swellow,60,85,60,75,50,125,455,45,"SWELLOW flies high above our heads, making graceful arcs in the sky. This POKéMON dives at a steep angle as soon as it spots its prey. The hapless prey is tightly grasped by SWELLOW’s clawed feet, preventing escape.",grassland,277,159,normal,flying,3
275,taillow,40,55,30,30,30,85,270,200,"TAILLOW courageously stands its ground against foes, however strong they may be. This gutsy POKéMON will remain defiant even after a loss. On the other hand, it cries loudly if it becomes hungry.",grassland,276,54,normal,flying,3
153,meganium,80,82,100,83,100,80,525,45,The aroma that rises from its petals contains a substance that calms aggressive feelings.,grassland,154,236,grass,,2
444,riolu,40,70,40,35,40,60,285,75,The aura that emanates from its body intensifies to alert others if it is afraid or sad.,mountain,447,57,fighting,,4
212,shuckle,20,10,230,10,230,5,505,190,The BERRIES it stores in its vase-like shell decompose and become a gooey liquid.,mountain,213,177,bug,rock,2
187,skiploom,55,45,50,45,65,80,340,120,The bloom on top of its head opens and closes as the temperature fluc­ tuates up and down.,grassland,188,119,grass,flying,2
39,wigglytuff,140,70,45,85,50,45,435,50,"The body is soft and rubbery. When angered, it will suck in air and inflate itself to an enormous size.",grassland,40,196,normal,fairy,1
356,tropius,99,68,83,72,87,51,460,200,"The bunches of fruit around TROPIUS’s neck are very popular with children. This POKéMON loves fruit, and eats it continuously. Apparently, its love for fruit resulted in its own outgrowth of fruit.",forest,357,161,grass,flying,3
48,venomoth,70,65,60,90,75,90,450,75,The dust-like scales covering its wings are color coded to indicate the kinds of poison it has.,forest,49,158,bug,poison,1
29,nidorina,70,62,67,55,55,56,365,120,The female's horn develops slowly. Prefers physical attacks such as clawing and biting.,grassland,30,128,poison,,1
257,mudkip,50,70,50,50,50,40,310,45,"The fin on MUDKIP’s head acts as highly sensitive radar. Using this fin to sense movements of water and air, this POKéMON can determine what is taking place around it without using its eyes.",waters-edge,258,62,water,,3
114,kangaskhan,105,95,80,40,80,90,490,45,The infant rarely ventures out of its mother's protective pouch until it is 3 years old.,grassland,115,172,normal,,1
683,tyrantrum,82,121,119,69,59,71,521,45,"The king of the ancient world, it can easily crunch a car with the devastating strength of its enormous jaws.",mountain,697,182,rock,dragon,6
98,kingler,55,130,115,50,50,75,475,60,"The large pincer has 10000 hp of crushing power. However, its huge size makes it unwieldy to use.",waters-edge,99,166,water,,1
253,sceptile,70,85,65,105,85,120,530,45,The leaves growing on SCEPTILE’s body are very sharp edged. This POKéMON is very agile - it leaps all over the branches of trees and jumps on its foe from above or behind.,forest,254,239,grass,,3
170,lanturn,125,58,58,76,76,67,460,75,The light it emits is so bright that it can illuminate the sea's surface from a depth of over three miles.,sea,171,161,water,electric,2
161,furret,85,76,64,45,55,90,415,90,The mother puts its offspring to sleep by curling up around them. It corners foes with speed.,grassland,162,145,normal,,2
2,venusaur,80,82,83,100,100,80,525,45,The plant blooms when it is absorbing solar energy. It stays on the move to seek sunlight.,grassland,3,236,grass,poison,1
85,seel,65,45,55,45,70,45,325,190,The protruding horn on its head is very hard. It is used for bashing through thick ice.,sea,86,65,water,,1
242,raikou,90,85,75,115,100,115,580,3,The rain clouds it carries let it fire thunderbolts at will. They say that it descended with lightning.,grassland,243,261,electric,,2
218,magcargo,60,50,120,90,80,30,430,75,The shell on its back is just skin that has cooled and hardened. It breaks easily with a slight touch.,mountain,219,151,fire,rock,2
174,togepi,35,20,65,40,65,20,245,190,The shell seems to be filled with joy. It is said that it will share good luck when treated kindly.,forest,175,49,fairy,,2
79,slowbro,95,75,110,100,80,30,490,75,The SHELLDER that is latched onto SLOWPOKE's tail is said to feed on the host's left over scraps.,waters-edge,80,172,water,psychic,1
417,cherubi,45,35,45,62,53,35,275,190,"The small ball holds the nutrients needed for evolution. Apparently, it is very sweet and tasty.",grassland,420,55,grass,,4
82,farfetchd,52,90,55,58,62,60,377,45,The sprig of green onions it holds is its weapon. It is used much like a metal sword.,grassland,83,132,normal,flying,1
258,marshtomp,70,85,70,60,70,50,405,45,"The surface of MARSHTOMP’s body is enveloped by a thin, sticky film that enables it to live on land. This POKéMON plays in mud on beaches when the ocean tide is low.",waters-edge,259,142,water,ground,3
180,ampharos,90,75,85,115,90,55,510,45,The tail's tip shines brightly and can be seen from far away. It acts as a beacon for lost people.,grassland,181,230,electric,,2
393,empoleon,84,86,88,111,101,60,530,45,The three horns that extend from its beak attest to its power. The leader has the biggest horns.,waters-edge,395,239,water,steel,4
182,marill,70,20,50,20,50,40,250,190,"The tip of its tail, which con­ tains oil that is lighter than wa­ ter, lets it swim without drowning.",waters-edge,183,88,water,fairy,2
113,tangela,65,55,115,100,40,60,435,45,The whole body is swathed with wide vines that are similar to sea­ weed. Its vines shake as it walks.,grassland,114,87,grass,,1
441,gabite,68,90,65,50,55,82,410,45,There is a long-held belief that medicine made from its scales will heal even incurable illnesses.,waters-edge,444,144,dragon,ground,4
483,regigigas,110,160,110,80,110,100,670,3,There is an enduring legend that states this Pokémon towed continents with ropes.,grassland,486,302,normal,,4
587,alomomola,165,75,80,40,45,65,470,75,They float upon the open sea. Many water Pokémon gather in the area around Alomomola.,waters-edge,594,165,water,,5
394,starly,40,55,30,30,30,60,245,255,"They flock in great numbers. Though small, they flap their wings with great power.",forest,396,49,normal,flying,4
458,weavile,70,120,65,45,85,125,510,45,"They live in cold regions, forming groups of four or five that hunt prey with impressive coordination.",forest,461,179,dark,ice,4
846,milcery,45,40,40,50,61,34,270,200,They say that any patisserie visited by Milcery is guaranteed success and good fortune.,mountain,868,54,fairy,,8
177,xatu,65,75,70,95,70,95,470,75,They say that it stays still and quiet because it is seeing both the past and future at the same time.,forest,178,165,psychic,flying,2
175,togetic,55,40,85,80,105,40,405,75,"They say that it will appear before kindhearted, car­ ing people and shower them with happiness.",forest,176,142,fairy,flying,2
88,muk,105,105,75,65,100,50,500,75,"Thickly covered with a filthy, vile sludge. It is so toxic, even its footprints contain poison.",urban,89,175,poison,,1
194,quagsire,95,85,85,65,65,35,430,90,"This carefree POKéMON has an easy-going nature. While swimming, it always bumps into boat hulls.",waters-edge,195,151,water,ground,2
303,aron,50,70,100,40,40,30,330,180,"This POKéMON has a body of steel. To make its body, ARON feeds on iron ore that it digs from mountains. Occasionally, it causes major trouble by eating bridges and rails.",mountain,304,66,steel,rock,3
867,regieleki,80,100,50,100,50,200,580,3,This Pokémon is a cluster of electrical energy. It's said that removing the rings on Regieleki's body will unleash the Pokémon's latent power.,grassland,894,290,electric,,8
10,metapod,50,20,55,25,25,30,205,120,"This POKéMON is vulnerable to attack while its shell is soft, exposing its weak and tender body.",forest,11,72,bug,,1
193,wooper,55,45,45,25,25,15,210,255,This POKéMON lives in cold water. It will leave the water to search for food when it gets cold outside.,waters-edge,194,42,water,ground,2
250,celebi,100,100,100,100,100,100,600,45,This POKéMON wan­ ders across time. Grass and trees flourish in the forests in which it has appeared.,forest,251,270,psychic,grass,2
213,heracross,80,125,75,40,95,85,500,45,This powerful POKéMON thrusts its prized horn under its enemies’ bellies then lifts and throws them.,forest,214,175,bug,fighting,2
232,porygon2,85,80,90,105,95,60,515,45,"This upgraded version of PORYGON is designed for space exploration. It can't fly, though.",urban,233,180,normal,,2
233,stantler,73,95,62,85,65,85,465,45,Those who stare at its antlers will gradually lose control of their senses and be unable to stand.,forest,234,163,normal,,2
421,ambipom,75,100,66,60,66,115,482,45,"To eat, it deftly shucks nuts with its two tails. It rarely uses its arms now.",grassland,424,169,normal,,4
210,qwilfish,65,95,85,55,55,85,440,45,"To fire its poison spikes, it must inflate its body by drinking over 2.6 gallons of water all at once.",sea,211,88,water,poison,2
389,monferno,64,78,52,78,52,81,405,45,"To intimidate attackers, it stretches the fire on its tail to make itself appear bigger.",grassland,391,142,fire,fighting,4
186,hoppip,35,35,40,35,55,50,250,255,"To keep from being blown away by the wind, they gather in clusters. They do enjoy gentle breezes, though.",grassland,187,50,grass,flying,2
328,vibrava,50,70,50,50,50,70,340,120,"To make prey faint, VIBRAVA generates ultrasonic waves by vigorously making its two wings vibrate. This POKéMON’s ultrasonic waves are so powerful, they can bring on headaches in people.",rough-terrain,329,119,ground,dragon,3
410,burmy,40,29,45,29,45,36,224,120,"To shelter itself from cold, wintry winds, it covers itself with a cloak made of twigs and leaves.",forest,412,45,bug,,4
254,torchic,45,60,40,70,50,45,310,45,"TORCHIC sticks with its TRAINER, following behind with unsteady steps. This POKéMON breathes fire of over 1,800 degrees F, including fireballs that leave the foe scorched black.",grassland,255,62,fire,,3
323,torkoal,70,85,140,85,70,20,470,90,"TORKOAL digs through mountains in search of coal. If it finds some, it fills hollow spaces on its shell with the coal and burns it. If it is attacked, this POKéMON spouts thick black smoke to beat a retreat.",mountain,324,165,fire,,3
251,treecko,40,45,35,65,55,70,310,45,TREECKO has small hooks on the bottom of its feet that enable it to scale vertical walls. This POKéMON attacks by slamming foes with its thick tail.,forest,252,62,grass,,3
93,gengar,60,65,60,130,75,110,500,45,"Under a full moon, this POKéMON likes to mimic the shadows of people and laugh at their fright.",cave,94,225,ghost,poison,1
80,magnemite,25,35,70,95,55,45,325,190,Uses anti-gravity to stay suspended. Appears without warning and uses THUNDER WAVE and similar moves.,rough-terrain,81,65,electric,steel,1
84,dodrio,60,110,70,60,60,110,470,45,"Uses its three brains to execute complex plans. While two heads sleep, one head stays awake.",grassland,85,165,normal,flying,1
67,machamp,90,130,80,65,85,55,505,45,"Using its heavy muscles, it throws powerful punches that can send the victim clear over the horizon.",mountain,68,227,fighting,,1
264,wurmple,45,45,35,20,30,20,195,255,"Using the spikes on its rear end,   WURMPLE peels the bark off trees and feeds on the sap that oozes out. This POKéMON’s feet are tipped with suction pads that allow it to cling to glass without slipping.",forest,265,56,bug,,3
99,voltorb,40,30,50,55,55,100,330,190,"Usually found in power plants. Easily mistaken for a POKé BALL, they have zapped many people.",urban,100,66,electric,,1
77,rapidash,65,100,70,80,80,105,500,60,"Very competitive, this POKéMON will chase anything that moves fast in the hopes of racing it.",grassland,78,175,fire,,1
142,snorlax,160,110,65,65,110,30,540,25,"Very lazy. Just eats and sleeps. As its rotund bulk builds, it becomes steadily more slothful.",mountain,143,189,normal,,1
16,pidgeotto,63,60,55,50,50,71,349,120,"Very protective of its sprawling territorial area, this POKéMON will fiercely peck at any intruder.",forest,17,122,normal,flying,1
57,growlithe,55,70,45,70,50,60,350,190,Very protective of its territory. It will bark and bite to repel intruders from its space.,grassland,58,70,fire,,1
37,ninetales,73,76,75,81,100,100,505,75,Very smart and very vengeful. Grabbing one of its many tails could result in a 1000-year curse.,grassland,38,177,fire,,1
287,vigoroth,80,80,80,55,55,90,440,120,VIGOROTH is always itching and agitated to go on a wild rampage. It simply can’t tolerate sitting still for even a minute. This POKéMON’s stress level rises if it can’t be moving constantly.,forest,288,154,normal,,3
315,gulpin,70,43,53,43,53,40,302,225,"Virtually all of GULPIN’s body is its stomach. As a result, it can swallow something its own size. This POKéMON’s stomach contains a special fluid that digests anything.",grassland,316,60,poison,,3
243,entei,115,115,85,90,75,100,580,3,"Volcanoes erupt when it barks. Un­ able to restrain its extreme power, it races headlong around the land.",grassland,244,261,fire,,2
320,wailord,170,90,45,90,45,60,500,60,"WAILORD is the largest of all identified POKéMON up to now. This giant POKéMON swims languorously in the vast open sea, eating massive amounts of food at once with its enormous mouth.",sea,321,175,water,,3
364,walrein,110,80,90,95,90,65,530,45,WALREIN’s two massively developed tusks can totally shatter blocks of ice weighing ten tons with one blow. This POKéMON’s thick coat of blubber insulates it from subzero temperatures.,sea,365,239,ice,water,3
196,umbreon,95,65,110,60,130,65,525,45,"When agitated, this POKéMON pro­ tects itself by spraying poisonous sweat from its pores.",urban,197,184,dark,,2
17,pidgeot,83,80,75,70,70,101,479,45,"When hunting, it skims the surface of water at high speed to pick off unwary prey such as MAGIKARP.",forest,18,216,normal,flying,1
105,hitmonlee,50,120,53,35,110,87,455,45,"When in a hurry, its legs lengthen progressively. It runs smoothly with extra long, loping strides.",urban,106,159,fighting,,1
159,feraligatr,85,105,100,79,83,78,530,45,"When it bites with its massive and powerful jaws, it shakes its head and savagely tears its victim up.",waters-edge,160,239,water,,2
96,hypno,85,73,70,73,115,67,483,75,"When it locks eyes with an enemy, it will use a mix of PSI moves such as HYPNOSIS and CONFUSION.",grassland,97,169,psychic,,1
4,charmeleon,58,64,58,80,65,80,405,45,"When it swings its burning tail, it elevates the temperature to unbearably high levels.",mountain,5,142,fire,,1
127,tauros,75,100,95,40,70,110,490,45,"When it targets an enemy, it charges furiously while whipping its body with its long tails.",grassland,128,172,normal,,1
38,jigglypuff,115,45,20,45,25,20,270,170,"When its huge eyes light up, it sings a mysteriously soothing melody that lulls its enemies to sleep.",grassland,39,95,normal,fairy,1
135,flareon,65,130,60,95,110,65,525,45,"When storing thermal energy in its body, its temperature could soar to over 1600 degrees.",urban,136,184,fire,,1
7,wartortle,59,63,80,65,80,58,405,45,"When tapped, this POKéMON will pull in its head, but its tail will still stick out a little bit.",waters-edge,8,142,water,,1
1,ivysaur,60,62,63,80,80,60,405,45,"When the bulb on its back grows large, it appears to lose the ability to stand on its hind legs.",grassland,2,142,grass,poison,1
165,ledian,55,35,50,55,110,85,390,90,"When the stars flicker in the night sky, it flutters about, scattering a glowing powder.",forest,166,137,bug,flying,2
374,metang,60,75,100,55,80,50,420,3,"When two BELDUM fuse together, METANG is formed. The brains of the BELDUM are joined by a magnetic nervous system. By linking its brains magnetically, this POKéMON generates strong psychokinetic power.",rough-terrain,375,147,steel,psychic,3
109,weezing,65,90,120,85,70,60,490,60,"Where two kinds of poison gases meet, 2 KOFFINGs can fuse into a WEEZING over many years.",urban,110,172,poison,,1
106,hitmonchan,50,105,79,35,110,76,455,45,"While apparently doing nothing, it fires punches in lightning fast volleys that are impossible to see.",urban,107,159,fighting,,1
53,psyduck,50,52,48,65,50,55,320,190,"While lulling its enemies with its vacant look, this wily POKéMON will use psychokinetic powers.",waters-edge,54,64,water,,1
339,whiscash,110,78,73,76,71,60,468,75,"WHISCASH is extremely territorial. Just one of these POKéMON will claim a large pond as its exclusive territory. If a foe approaches it, it thrashes about and triggers a massive earthquake.",waters-edge,340,164,water,ground,3
21,fearow,65,90,65,61,61,100,442,90,"With its huge and magnificent wings, it can keep aloft without ever having to land for rest.",rough-terrain,22,155,normal,flying,1
397,bidoof,59,45,40,35,40,31,250,255,"With nerves of steel, nothing can perturb it. It is more agile and active than it appears.",grassland,399,50,normal,,4
122,scyther,70,110,80,55,80,105,500,45,"With ninja-like agility and speed, it can create the illusion that there is more than one.",grassland,123,100,bug,flying,1
312,volbeat,65,73,75,47,85,85,430,150,"With the arrival of night, VOLBEAT emits light from its tail. It communicates with others by adjusting the intensity and flashing of its light. This POKéMON is attracted by the sweet aroma of ILLUMISE.",forest,313,151,bug,,3
359,wynaut,95,23,48,23,48,23,260,125,"WYNAUT can always be seen with a big, happy smile on its face. Look at its tail to determine if it is angry. When angered, this POKéMON will be slapping the ground with its tail.",cave,360,52,psychic,,3
262,zigzagoon,38,30,41,30,41,60,240,255,ZIGZAGOON restlessly wanders everywhere at all times. This POKéMON does so because it is very curious. It becomes interested in anything that it happens to see.,grassland,263,56,normal,,3
