,name,hp,attack,defense,special_attack,special_defense,speed,total,capture_rate,flavor_text_entries,habitat,id_x,base_experience,type_1,type_2,generation
347,armaldo,75,125,100,70,80,45,495,45,ARMALDO’s tough armor makes all attacks bounce off. This POKéMON’s two enormous claws can be freely extended or contracted. They have the power to punch right through a steel slab.,waters-edge,348,173,rock,bug,3
348,feebas,20,15,20,10,55,80,200,255,"FEEBAS’s fins are ragged and tattered from the start of its life. Because of its shoddy appearance, this POKéMON is largely ignored. It is capable of living in both the sea and in rivers.",waters-edge,349,40,water,,3
349,milotic,95,60,79,100,125,81,540,60,Es el Pokémon más hermoso del mundo. Milotic ha inspirado numerosas obras de arte.,waters-edge,350,189,water,,3
350,castform,70,70,70,70,70,70,420,45,CASTFORM’s appearance changes with the weather. This POKéMON gained the ability to use the vast power of nature to protect its tiny body.,grassland,351,147,normal,,3
351,kecleon,60,90,70,60,120,40,440,200,KECLEON is capable of changing its body colors at will to blend in with its surroundings. There is one exception - this POKéMON can’t change the zigzag pattern on its belly.,forest,352,154,normal,,3
352,shuppet,44,75,35,63,33,45,295,225,"SHUPPET is attracted by feelings of jealousy and vindictiveness. If someone develops strong feelings of vengeance, this POKéMON will appear in a swarm and line up beneath the eaves of that person’s home.",urban,353,59,ghost,,3
353,banette,64,115,65,83,63,65,455,45,BANETTE generates energy for laying strong curses by sticking pins into its own body. This POKéMON was originally a pitiful plush doll that was thrown away.,urban,354,159,ghost,,3
354,duskull,20,40,90,30,90,25,295,190,"DUSKULL can pass through any wall no matter how thick it may be. Once this POKéMON chooses a target, it will doggedly pursue the intended victim until the break of dawn.",forest,355,59,ghost,,3
355,dusclops,40,70,130,60,130,25,455,90,"DUSCLOPS’s body is completely hollow - there is nothing at all inside. It is said that its body is like a black hole. This POKéMON will absorb anything into its body, but nothing will ever come back out.",forest,356,159,ghost,,3
356,tropius,99,68,83,72,87,51,460,200,"The bunches of fruit around TROPIUS’s neck are very popular with children. This POKéMON loves fruit, and eats it continuously. Apparently, its love for fruit resulted in its own outgrowth of fruit.",forest,357,161,grass,flying,3
357,chimecho,75,50,80,95,90,65,455,45,"Emitting ultrasonic cries, it floats on winds to travel great distances.",grassland,358,159,psychic,,3
358,absol,65,130,60,75,60,75,465,30,"Every time ABSOL appears before people, it is followed by a disaster such as an earthquake or a tidal wave. As a result, it came to be known as the disaster POKéMON.",mountain,359,163,dark,,3
359,wynaut,95,23,48,23,48,23,260,125,"WYNAUT can always be seen with a big, happy smile on its face. Look at its tail to determine if it is angry. When angered, this POKéMON will be slapping the ground with its tail.",cave,360,52,psychic,,3
360,snorunt,50,50,50,50,50,50,300,190,"SNORUNT live in regions with heavy snowfall. In seasons without snow, such as spring and summer, this POKéMON steals away to live quietly among stalactites and stalagmites deep in caverns.",cave,361,60,ice,,3
361,glalie,80,80,80,80,80,80,480,75,從大大的嘴巴裡噴出寒氣， 把獵物瞬間凍得硬梆梆的， 然後大口咬碎享用。,cave,362,168,ice,,3
362,spheal,70,40,50,55,50,25,290,255,"SPHEAL is much faster rolling than  walking to get around. When groups of this POKéMON eat, they all clap at once to show their pleasure. Because of this, their mealtimes are noisy.",sea,363,58,ice,water,3
363,sealeo,90,60,70,75,70,45,410,120,SEALEO has the habit of always juggling on the tip of its nose anything it sees for the first time. This POKéMON occasionally entertains itself by balancing and rolling a SPHEAL on its nose.,sea,364,144,ice,water,3
364,walrein,110,80,90,95,90,65,530,45,WALREIN’s two massively developed tusks can totally shatter blocks of ice weighing ten tons with one blow. This POKéMON’s thick coat of blubber insulates it from subzero temperatures.,sea,365,239,ice,water,3
365,clamperl,35,64,85,74,55,32,345,255,CLAMPERL’s sturdy shell is not only good for protection - it is also used for clamping and catching prey. A fully grown CLAMPERL’s shell will be scored with nicks and scratches all over.,sea,366,69,water,,3
366,huntail,55,104,105,94,75,52,485,60,It lives deep in the pitch-dark sea. It attracts prey by moving its tail in mimicry of a small animal.,sea,367,170,water,,3
367,gorebyss,55,84,105,114,75,52,485,60,"GOREBYSS lives in the southern seas at extreme depths. Its body is built to withstand the enormous pressure of water at incredible depths. Because of this, this POKéMON’s body is unharmed by ordinary attacks.",sea,368,170,water,,3
368,relicanth,100,90,130,45,65,55,485,25,It has remained unchanged for 100 million years. It was discovered during a deep-sea exploration.,sea,369,170,water,rock,3
369,luvdisc,43,30,55,40,65,97,330,225,LUVDISC live in shallow seas in the tropics. This heart-shaped POKéMON earned its name by swimming after loving couples it spotted in the ocean’s waves.,sea,370,116,water,,3
370,bagon,45,75,60,40,30,50,300,45,"BAGON has a dream of one day soaring in the sky. In doomed efforts to fly, this POKéMON hurls itself off cliffs. As a result of its dives, its head has  grown tough and as hard as tempered steel.",rough-terrain,371,60,dragon,,3
371,shelgon,65,95,100,60,50,50,420,45,"Inside SHELGON’s armor-like shell, cells are in the midst of transformation to create an entirely new body. This POKéMON’s shell is extremely heavy, making its movements sluggish.",rough-terrain,372,147,dragon,,3
372,salamence,95,135,80,110,80,100,600,45,"SALAMENCE came about as a result of a strong, long-held dream of growing wings. It is said that this powerful desire triggered a sudden mutation in this POKéMON’s cells, causing it to sprout its magnificent wings.",rough-terrain,373,270,dragon,flying,3
373,beldum,40,55,80,35,60,30,300,3,"Its cells are all magnetic, and it communicates with others by using magnetic pulses.",rough-terrain,374,60,steel,psychic,3
374,metang,60,75,100,55,80,50,420,3,"When two BELDUM fuse together, METANG is formed. The brains of the BELDUM are joined by a magnetic nervous system. By linking its brains magnetically, this POKéMON generates strong psychokinetic power.",rough-terrain,375,147,steel,psychic,3
375,metagross,80,135,130,95,90,70,600,3,"METAGROSS has four brains in total. Combined, the four brains can breeze through difficult calculations faster than a supercomputer. This POKéMON can float in the air by tucking in its four legs.",rough-terrain,376,270,steel,psychic,3
376,regirock,80,100,200,50,100,50,580,3,"REGIROCK was sealed away by people long ago. If this POKéMON’s body is damaged in battle, it is said to seek out suitable rocks on its own to repair itself.",cave,377,261,rock,,3
377,regice,80,50,100,100,200,50,580,3,"REGICE’s body was made during an ice age. The deep-frozen body can’t be melted, even by fire. This POKéMON controls frigid air of minus 328 degrees F.",cave,378,261,ice,,3
378,registeel,80,75,150,75,150,50,580,3,REGISTEEL has a body that is harder than any kind of metal. Its body is apparently hollow. No one has any idea what this POKéMON eats.,cave,379,261,steel,,3
379,latias,80,80,90,110,130,110,600,3,"LATIAS is highly sensitive to the emotions of people. If it senses any hostility, this POKéMON ruffles the feathers all over its body and cries shrilly to intimidate the foe.",waters-edge,380,270,dragon,psychic,3
380,latios,80,90,80,130,110,110,600,3,Un Pokémon très intelligent. Il peut voler plus vite qu’un avion à réaction en repliant ses ailes.,waters-edge,381,270,dragon,psychic,3
381,kyogre,100,100,90,150,140,90,670,3,KYOGRE has the power to create massive rain clouds that cover the entire sky and bring about torrential downpours. This POKéMON saved people who were suffering from droughts.,sea,382,302,water,,3
382,groudon,100,150,140,100,90,90,670,3,GROUDON has long been described in  mythology as the POKéMON that raised lands and expanded continents. This POKéMON took to sleep after a cataclysmic battle with KYOGRE.,rough-terrain,383,302,ground,,3
383,rayquaza,105,150,90,150,90,95,680,45,"RAYQUAZA lived for hundreds of millions of years in the earth’s ozone layer,  never descending to the ground. This POKéMON appears to feed on water and particles in the atmosphere.",rare,384,306,dragon,flying,3
384,jirachi,100,100,100,100,100,100,600,3,"A legend states that JIRACHI will make true any wish that is written on notes attached to its head when it awakens. If this POKéMON senses danger, it will fight without awakening.",mountain,385,270,steel,psychic,3
385,turtwig,55,68,64,45,55,31,318,45,"Made from soil, the shell on its back hardens when it drinks water. It lives along lakes.",grassland,387,64,grass,,4
386,grotle,75,89,85,55,65,36,405,45,숲 속의 물가에서 산다. 낮에는 숲 밖으로 나와서 등껍질의 나무에 빛을 쬔다.,grassland,388,142,grass,,4
387,torterra,95,109,105,75,85,56,525,45,Small Pokémon occasionally gather on its unmoving back to begin building their nests.,grassland,389,236,grass,ground,4
388,chimchar,44,58,44,58,44,61,309,45,It agilely scales sheer cliffs to live atop craggy mountains. Its fire is put out when it sleeps.,grassland,390,62,fire,,4
389,monferno,64,78,52,78,52,81,405,45,"To intimidate attackers, it stretches the fire on its tail to make itself appear bigger.",grassland,391,142,fire,fighting,4
390,infernape,76,104,71,104,71,108,534,45,It uses a special kind of martial arts involving all its limbs. Its fire never goes out.,grassland,392,240,fire,fighting,4
391,piplup,53,51,53,61,56,40,314,45,"Because it is very proud, it hates accepting food from people. Its thick down guards it from cold.",waters-edge,393,63,water,,4
392,prinplup,64,66,68,81,76,50,405,45,"It lives alone, away from others. Apparently, every one of them believes it is the most important.",waters-edge,394,142,water,,4
393,empoleon,84,86,88,111,101,60,530,45,The three horns that extend from its beak attest to its power. The leader has the biggest horns.,waters-edge,395,239,water,steel,4
394,starly,40,55,30,30,30,60,245,255,"They flock in great numbers. Though small, they flap their wings with great power.",forest,396,49,normal,flying,4
395,staravia,55,75,50,40,40,80,340,120,It flies around forests and fields in search of bug Pokémon. It stays within a huge flock.,forest,397,119,normal,flying,4
396,staraptor,85,120,70,50,60,100,485,45,It has a savage nature. It will courageously challenge foes that are much larger.,forest,398,218,normal,flying,4
397,bidoof,59,45,40,35,40,31,250,255,"With nerves of steel, nothing can perturb it. It is more agile and active than it appears.",grassland,399,50,normal,,4
398,bibarel,79,85,60,55,60,71,410,127,It makes its nest by damming streams with bark and mud. It is known as an industrious worker.,grassland,400,144,normal,water,4
399,kricketot,37,25,41,25,41,25,194,255,"It shakes its head back to front, causing its antennae to hit each other and sound like a xylophone.",forest,401,39,bug,,4
400,kricketune,77,85,51,55,51,65,384,45,It crosses its knifelike arms in front of its chest when it cries. It can compose melodies ad lib.,forest,402,134,bug,,4
401,shinx,45,65,34,40,34,45,263,235,All of its fur dazzles if danger is sensed. It flees while the foe is momentarily blinded.,grassland,403,53,electric,,4
402,luxio,60,85,49,60,49,60,363,120,Its claws loose electricity with enough amperage to cause fainting. They live in small groups.,grassland,404,127,electric,,4
403,luxray,80,120,79,95,79,70,523,45,It has eyes that can see through anything. It spots and captures prey hiding behind objects.,grassland,405,235,electric,,4
404,budew,40,30,35,50,70,55,280,255,"Over the winter, it closes its bud and endures the cold. In spring, the bud opens and releases pollen.",grassland,406,56,grass,poison,4
405,roserade,60,70,65,125,105,90,515,75,"It attracts prey with a sweet aroma, then downs it with thorny whips hidden in its arms.",grassland,407,232,grass,poison,4
406,cranidos,67,125,40,30,30,58,350,45,It lived in jungles around 100 million years ago. Its skull is as hard as iron.,mountain,408,70,rock,,4
407,rampardos,97,165,60,65,50,58,495,45,Its powerful head butt has enough power to shatter even the most durable things upon impact.,mountain,409,173,rock,,4
408,shieldon,30,42,118,42,88,30,350,45,A Pokémon that lived in jungles around 100 million years ago. Its facial hide is extremely hard.,mountain,410,70,rock,steel,4
409,bastiodon,60,52,168,47,138,30,495,45,Any frontal attack is repulsed. It is a docile Pokémon that feeds on grass and berries.,mountain,411,173,rock,steel,4
410,burmy,40,29,45,29,45,36,224,120,"To shelter itself from cold, wintry winds, it covers itself with a cloak made of twigs and leaves.",forest,412,45,bug,,4
411,mothim,70,94,50,94,50,66,424,45,It loves the honey of flowers and steals honey collected by COMBEE.,forest,414,148,bug,flying,4
412,combee,30,30,42,30,42,70,244,120,A Pokémon formed by three others. It busily carries sweet floral honey to VESPIQUEN.,forest,415,49,bug,flying,4
413,vespiquen,70,80,102,80,102,40,474,45,Its abdomen is a honeycomb for grubs. It raises its grubs on honey collected by COMBEE.,forest,416,166,bug,flying,4
414,pachirisu,60,45,70,45,90,95,405,200,It makes fur balls that crackle with static electricity. It stores them with berries in tree holes.,grassland,417,142,electric,,4
415,buizel,55,65,35,60,30,85,330,190,It has a flotation sac that is like an inflatable collar. It floats on water with its head out.,waters-edge,418,66,water,,4
416,floatzel,85,105,55,85,50,115,495,75,It floats using its well-developed flotation sac. It assists in the rescues of drowning people.,waters-edge,419,173,water,,4
417,cherubi,45,35,45,62,53,35,275,190,"The small ball holds the nutrients needed for evolution. Apparently, it is very sweet and tasty.",grassland,420,55,grass,,4
418,cherrim,70,60,70,87,78,85,450,75,It blooms during times of strong sunlight. It tries to make up for everything it endured as a bud.,grassland,421,158,grass,,4
419,shellos,76,48,48,57,62,34,325,190,Cambia facilmente aspetto e colore secondo il luogo di provenienza.,waters-edge,422,65,water,,4
420,gastrodon,111,83,68,92,82,39,475,75,"It has a pliable body without any bones. If any part of its body is torn off, it grows right back.",waters-edge,423,166,water,ground,4
421,ambipom,75,100,66,60,66,115,482,45,"To eat, it deftly shucks nuts with its two tails. It rarely uses its arms now.",grassland,424,169,normal,,4
422,drifloon,90,50,34,60,44,70,348,125,Pokémon formato dalle anime di persone e Pokémon. Ama le stagioni umide.,forest,425,70,ghost,flying,4
423,drifblim,150,80,44,90,54,80,498,60,"It’s drowzy in daytime, but flies off in the evening in big groups. No one knows where they go.",forest,426,174,ghost,flying,4
424,buneary,55,66,44,44,56,85,350,190,It slams foes by sharply uncoiling its rolled ears. It stings enough to make a grown-up cry in pain.,grassland,427,70,normal,,4
425,lopunny,65,76,84,54,96,105,480,60,An extremely cautious Pokémon. It cloaks its body with its fluffy ear fur when it senses danger.,grassland,428,168,normal,,4
426,mismagius,60,60,60,105,105,105,495,45,Its cries sound like incantations. Those hearing it are tormented by headaches and hallucinations.,cave,429,173,ghost,,4
427,honchkrow,100,125,52,105,52,71,505,30,"Becoming active at night, it is known to swarm with numerous MURKROW in tow.",forest,430,177,dark,flying,4
428,glameow,49,55,42,42,37,85,310,190,It claws if displeased and purrs when affectionate. Its fickleness is very popular among some.,grassland,431,62,normal,,4
429,purugly,71,82,64,64,59,112,452,75,"Para intimidar y parecer más corpulento, se aprieta la cintura con su cola bífida.",grassland,432,158,normal,,4
430,chingling,45,30,50,65,50,45,285,120,It emits cries by agitating an orb at the back of its throat. It moves with flouncing hops.,urban,433,57,psychic,,4
431,stunky,63,63,47,41,41,74,329,225,It protects itself by spraying a noxious fluid from its rear. The stench lingers for 24 hours.,grassland,434,66,poison,dark,4
432,skuntank,103,93,67,71,61,84,479,60,It sprays a vile-smelling fluid from the tip of its tail to attack. Its range is over 160 feet.,grassland,435,168,poison,dark,4
433,bronzor,57,24,86,24,86,23,300,255,Implements shaped like it were discovered in ancient tombs. It is unknown if they are related.,rough-terrain,436,60,steel,psychic,4
434,bronzong,67,89,116,79,116,33,500,90,"One caused a news sensation when it was dug up at a construction site after a 2,000-year sleep.",rough-terrain,437,175,steel,psychic,4
435,bonsly,50,80,95,10,45,10,290,255,It prefers an arid atmosphere. It leaks water that looks like tears when adjusting its moisture level.,mountain,438,58,rock,,4
436,mime-jr,20,25,45,70,90,60,310,145,"It habitually mimics foes. Once mimicked, the foe cannot take its eyes off this Pokémon.",urban,439,62,psychic,fairy,4
437,happiny,100,5,5,15,65,30,220,130,It loves round white things. It carries an egg-shaped rock in imitation of CHANSEY.,grassland,440,110,normal,,4
438,chatot,76,65,45,92,42,91,411,30,"It can learn and speak human words. If they gather, they all learn the same saying.",forest,441,144,normal,flying,4
439,spiritomb,50,92,108,92,108,35,485,100,A Pokémon that was formed by 108 spirits. It is bound to a fissure in an odd keystone.,forest,442,170,ghost,dark,4
440,gible,58,70,45,40,45,42,300,45,"It nests in small, horizontal holes in cave walls. It pounces to catch prey that stray too close.",waters-edge,443,60,dragon,ground,4
441,gabite,68,90,65,50,55,82,410,45,There is a long-held belief that medicine made from its scales will heal even incurable illnesses.,waters-edge,444,144,dragon,ground,4
442,garchomp,108,130,95,80,85,102,600,45,"Quando si piega e distende le ali, sembra un jet. Vola a una velocità supersonica.",waters-edge,445,270,dragon,ground,4
443,munchlax,135,85,40,40,85,5,390,50,"It wolfs down its weight in food once a day, swallowing food whole with almost no chewing.",grassland,446,78,normal,,4
444,riolu,40,70,40,35,40,60,285,75,The aura that emanates from its body intensifies to alert others if it is afraid or sad.,mountain,447,57,fighting,,4
445,lucario,70,110,70,115,70,90,525,45,It has the ability to sense the auras of all things. It understands human speech.,mountain,448,184,fighting,steel,4
446,hippopotas,68,72,78,38,42,32,330,140,"It lives in arid places. Instead of perspiration, it expels grainy sand from its body.",rough-terrain,449,66,ground,,4
447,hippowdon,108,112,118,68,72,47,525,60,It blasts internally stored sand from ports on its body to create a towering twister for attack.,rough-terrain,450,184,ground,,4
448,skorupi,40,50,90,30,55,65,330,120,It grips prey with its tail claws and injects poison. It tenaciously hangs on until the poison takes.,grassland,451,66,poison,bug,4
449,drapion,70,90,110,60,75,95,500,45,It has the power in its clawed arms to make scrap of a car. The tips of its claws release poison.,grassland,452,175,poison,dark,4
450,croagunk,48,61,40,61,40,50,300,140,Its cheeks hold poison sacs. It tries to catch foes off guard to jab them with toxic fingers.,grassland,453,60,poison,fighting,4
451,toxicroak,83,106,65,86,65,85,490,75,Its knuckle claws secrete a toxin so vile that even a scratch could prove fatal.,grassland,454,172,poison,fighting,4
452,carnivine,74,100,72,90,72,46,454,200,"It attracts prey with its sweet- smelling saliva, then chomps down. It takes a whole day to eat prey.",grassland,455,159,grass,,4
453,finneon,49,49,56,49,61,66,330,190,"After long exposure to sunlight, the patterns on its tail fins shine vividly when darkness arrives.",waters-edge,456,66,water,,4
454,lumineon,69,69,76,69,86,91,460,75,It lives on the deep-sea floor. It attracts prey by flashing the patterns on its four tail fins.,waters-edge,457,161,water,,4
455,mantyke,45,20,50,60,120,50,345,25,A friendly Pokémon that captures the subtle flows of seawater using its two antennae.,sea,458,69,water,flying,4
456,snover,60,62,50,62,60,40,334,120,"It lives on snowy mountains. Having had little contact with humans, it is boldly inquisitive.",forest,459,67,grass,ice,4
457,abomasnow,90,92,75,92,85,60,494,60,It whips up blizzards in mountains that are always buried in snow. It is the abominable snowman.,forest,460,173,grass,ice,4
458,weavile,70,120,65,45,85,125,510,45,"They live in cold regions, forming groups of four or five that hunt prey with impressive coordination.",forest,461,179,dark,ice,4
459,magnezone,70,70,115,130,90,60,535,30,It evolved from exposure to a special magnetic field. Three units generate magnetism.,grassland,462,241,electric,steel,4
460,lickilicky,110,85,95,80,95,50,515,30,It wraps things with its extensible tongue. Getting too close to it will leave you soaked with drool.,grassland,463,180,normal,,4
461,rhyperior,115,140,130,55,55,40,535,30,It puts rocks in holes in its palms and uses its muscles to shoot them. GEODUDE are shot at rare times.,rough-terrain,464,241,ground,rock,4
462,tangrowth,100,100,125,110,50,50,535,30,It ensnares prey by extending arms made of vines. Losing arms to predators does not trouble it.,grassland,465,187,grass,,4
463,electivire,75,123,67,95,85,95,540,30,"It pushes the tips of its two tails against the foe, then lets loose with over 20,000 volts of power.",grassland,466,243,electric,,4
464,magmortar,75,95,67,125,95,83,540,30,"It blasts fireballs of over 3,600 degrees F from the ends of its arms. It lives in volcanic craters.",grassland,467,243,fire,,4
465,togekiss,85,50,95,120,115,80,545,30,It will never appear where there is strife. Its sightings have become rare recently.,forest,468,245,fairy,flying,4
466,yanmega,86,76,86,116,56,95,515,30,"Seine bevorzugte Strategie besteht darin, seine Gegner aus dem Flug blitzartig zur Strecke zu bringen.",forest,469,180,bug,flying,4
467,leafeon,65,110,130,60,65,95,525,45,"Just like a plant, it uses photosynthesis. As a result, it is always enveloped in clear air.",grassland,470,184,grass,,4
468,glaceon,65,60,110,130,95,65,525,45,"As a protective technique, it can completely freeze its fur to make its hairs stand like needles.",cave,471,184,ice,,4
469,gliscor,75,95,125,45,75,95,510,30,"It observes prey while hanging inverted from branches. When the chance presents itself, it swoops!",rough-terrain,472,179,ground,flying,4
470,mamoswine,110,130,80,70,60,80,530,50,Its impressive tusks are made of ice. The population thinned when it turned warm after the ice age.,cave,473,239,ice,ground,4
471,porygon-z,85,80,70,135,75,90,535,30,"Additional software was installed to make it a better Pokémon. It began acting oddly, however.",grassland,474,241,normal,,4
472,gallade,68,125,65,65,115,80,518,45,"A master of courtesy and swordsmanship, it fights using extending swords on its elbows.",urban,475,233,psychic,fighting,4
473,probopass,60,55,145,75,150,40,525,60,Il utilise sa force magnétique pour diriger trois petites unités appelées Mini-nez.,mountain,476,184,rock,steel,4
474,dusknoir,45,100,135,65,135,45,525,45,"Man sagt, dass es verlorene Seelen in seinem biegsamen Körper nach Hause geleite.",cave,477,236,ghost,,4
475,froslass,70,80,70,80,70,110,480,75,It freezes foes with an icy breath nearly -60 degrees F. What seems to be its body is actually hollow.,cave,478,168,ice,ghost,4
476,rotom,50,50,77,95,77,91,440,45,Un Pokémon longtemps étudié comme source d’énergie pour un moteur très spécial.,grassland,479,154,electric,ghost,4
477,uxie,75,75,130,75,130,95,580,3,Known as “The Being of Knowledge.” It is said that it can wipe out the memory of those who see its eyes.,urban,480,261,psychic,,4
478,mesprit,80,105,105,105,105,80,580,3,"Known as “The Being of Emotion.” It taught humans the nobility of sorrow, pain, and joy.",urban,481,261,psychic,,4
479,azelf,75,125,70,125,70,115,580,3,"It is thought that Uxie, Mesprit, and Azelf all came from the same egg.",urban,482,261,psychic,,4
480,dialga,100,120,120,150,100,90,680,3,It has the power to control time. It appears in Sinnoh-region myths as an ancient deity.,rough-terrain,483,306,steel,dragon,4
481,palkia,90,120,100,150,120,100,680,3,It has the ability to distort space. It is described as a deity in Sinnoh-region mythology.,sea,484,306,water,dragon,4
482,heatran,91,90,106,130,106,77,600,3,It dwells in volcanic caves. It digs in with its cross-shaped feet to crawl on ceilings and walls.,grassland,485,270,fire,steel,4
483,regigigas,110,160,110,80,110,100,670,3,There is an enduring legend that states this Pokémon towed continents with ropes.,grassland,486,302,normal,,4
484,cresselia,120,70,120,75,130,85,600,3,Shiny particles are released from its wings like a veil. It is said to represent the crescent moon.,urban,488,270,psychic,,4
485,phione,80,80,80,80,80,80,480,30,A Pokémon that lives in warm seas. It inflates the flotation sac on its head to drift and search for food.,waters-edge,489,216,water,,4
486,manaphy,100,100,100,100,100,100,600,3,"Born on a cold seafloor, it will swim great distances to return to its birthplace.",waters-edge,490,270,water,,4
487,darkrai,70,90,90,135,90,125,600,3,It can lull people to sleep and make them dream. It is active during nights of the new moon.,grassland,491,270,dark,,4
488,arceus,120,120,120,120,120,120,720,3,It is told in mythology that this Pokémon was born before the universe even existed.,grassland,493,324,normal,,4
489,victini,100,100,100,100,100,100,600,3,Un Pokémon qui amène la victoire. On dit que les Dresseurs qui le possèdent peuvent gagner n’importe quel combat.,urban,494,270,psychic,fire,5
490,snivy,45,45,55,45,55,63,308,45,"Un Pokémon intelligent et très calme. Lorsqu’il a reçu suffisamment de lumière du soleil, il devient plus agile.",grassland,495,62,grass,,5
491,servine,60,60,75,60,75,83,413,45,Il court comme s’il glissait sur le sol. Il déroute l’ennemi par ses mouvements et l’assomme d’un coup de liane.,grassland,496,145,grass,,5
492,serperior,75,75,95,75,95,113,528,45,Il peut paralyser l’ennemi d’un regard. Il amplifie l’énergie du soleil dans son corps.,grassland,497,238,grass,,5
493,tepig,65,63,45,45,45,45,308,45,Il évite agilement les attaques ennemies et crache des boules de feu par le groin. Il aime griller des Baies pour les manger.,grassland,498,62,fire,,5
494,pignite,90,93,55,70,55,55,418,45,"Quand le feu dans son corps s’embrase, sa vitesse et son agilité augmentent. En cas d’urgence, il crache de la fumée.",grassland,499,146,fire,fighting,5
495,emboar,110,123,65,100,65,65,528,45,Il embrase ses poings avec les flammes sur son menton et cogne l’ennemi avec. C’est un Pokémon très solidaire.,grassland,500,238,fire,fighting,5
496,oshawott,55,55,45,63,45,45,308,45,Il combat avec le coupillage de son ventre. Il peut parer un assaut et immédiatement contre-attaquer.,waters-edge,501,62,water,,5
497,dewott,75,75,60,83,60,60,413,45,"L’apprentissage de sa technique de combat, qui utilise élégamment ses deux coupillages, est extrêmement rigoureux.",waters-edge,502,145,water,,5
498,samurott,95,100,85,108,70,70,528,45,"Il peut terrasser ses ennemis d’un coup de la lame enchâssée dans son armure, et les faire taire d’un seul regard.",waters-edge,503,238,water,,5
499,patrat,45,55,39,35,39,42,255,255,Ils stockent à manger dans leurs bajoues et font le guet indéfiniment. Ils se font des signes en remuant la queue.,grassland,504,51,normal,,5
500,watchog,60,85,69,60,69,77,420,255,"Il attaque en crachant les graines des Baies qu’il accumule dans ses bajoues. S’il voit un ennemi, il dresse la queue.",grassland,505,147,normal,,5
501,lillipup,45,60,45,25,45,55,275,255,"Il fait vaillamment face à des ennemis très puissants, mais il est intelligent et évite les combats trop inégaux.",grassland,506,55,normal,,5
502,herdier,65,80,65,35,65,60,370,120,Les poils qui entourent son corps comme un manteau sont extrêmement durs et amortissent les coups.,grassland,507,130,normal,,5
503,stoutland,85,110,90,45,90,80,500,45,Il sauve les gens bloqués dans les montagnes par des tempêtes de neige. Ses longs poils le protègent du froid.,grassland,508,225,normal,,5
504,purrloin,41,50,37,50,37,66,281,255,"Il vole les gens pour le plaisir, mais il est tellement mignon que ses victimes finissent toujours par lui pardonner.",grassland,509,56,dark,,5
505,liepard,64,88,50,88,50,106,446,90,Un Pokémon insaisissable. Son style et son pelage magnifique attirent de nombreux Dresseurs.,grassland,510,156,dark,,5
506,pansage,50,53,48,53,48,64,316,190,Il vit dans les forêts profondes. Manger la feuille qui pousse sur sa tête fait disparaître la fatigue.,grassland,511,63,grass,,5
507,simisage,75,98,63,98,63,101,498,75,Il a un tempérament violent et se bat avec sa queue pleine d’épines. La feuille sur sa tête est très amère.,grassland,512,174,grass,,5
508,pansear,50,53,48,53,48,64,316,190,"Quand il s’énerve, la mèche sur sa tête chauffe à 300 °C. Il s’en sert pour griller des Baies et les manger.",grassland,513,63,fire,None,5
509,simisear,75,98,63,98,63,101,498,75,Il adore les aliments sucrés. Ils lui servent d’énergie pour alimenter le feu à l’intérieur de son corps.,grassland,514,174,fire,,5
510,panpour,50,53,48,53,48,64,316,190,L’eau contenue dans la mèche sur sa tête est pleine de nutriments. Elle fait pousser les plantes avec vigueur.,waters-edge,515,63,water,,5
511,simipour,75,98,63,98,63,101,498,75,"Il stocke de l’eau dans les mèches de sa tête. Quand il est à sec, il se ravitaille en aspirant de l’eau par la queue.",waters-edge,516,174,water,,5
512,munna,76,25,45,67,55,24,292,190,"Quand Munna mange un rêve, celui-ci est aussitôt oublié par le rêveur. Il lévite en permanence.",urban,517,58,psychic,,5
513,musharna,116,55,85,107,95,29,487,75,La fumée qui sort de son front contient les rêves de nombreuses personnes et ceux de nombreux Pokémon.,urban,518,170,psychic,,5
514,pidove,50,55,50,36,30,43,264,255,"Il suit scrupuleusement les consignes de son Dresseur, mais il a du mal à comprendre les ordres trop compliqués.",forest,519,53,normal,flying,5
515,tranquill,62,77,62,50,42,65,358,120,"Aussi éloigné qu’il puisse se trouver, il parvient toujours à retourner auprès de son Dresseur.",forest,520,125,normal,flying,5
516,unfezant,80,115,80,65,55,93,488,45,Le mâle intimide ses ennemis avec ses caroncules. La femelle vole mieux que le mâle.,forest,521,220,normal,flying,5
517,blitzle,45,60,32,50,32,76,295,190,Leur crinière scintille quand ils lâchent une décharge électrique. Ils se servent de ces scintillements pour communiquer.,grassland,522,59,electric,,5
518,zebstrika,75,100,63,80,63,116,497,75,"Il réagit à la vitesse de l’éclair. Lorsqu’il est en plein galop, on peut entendre le grondement du tonnerre.",grassland,523,174,electric,,5
519,roggenrola,55,75,85,25,25,15,280,255,"Il a une oreille hexagonale. Son corps, compressé dans des strates profondes, est dur comme de l’acier.",mountain,524,56,rock,,5
520,boldore,70,105,105,50,40,20,390,120,"Quand il est gonflé à bloc, ses cristaux orangés scintillent. Il cherche de l’eau souterraine dans les grottes.",mountain,525,137,rock,,5
521,gigalith,85,135,130,60,80,25,515,45,"Il comprime de l’énergie dans son corps, et ses attaques sont assez puissantes pour renverser des montagnes.",mountain,526,232,rock,,5
522,woobat,65,45,43,55,43,72,323,190,Il vit dans les forêts sombres et les grottes. Il émet des ultrasons par le nez pour se diriger.,rare,527,65,psychic,flying,5
